ES111,ES112,ES113,ES120,ES213,ES230,ES241,ES243,ES413,ES415,ES418,ES419,ES425,ES431,ES432,ES511,ES512,ES513,ES514,ES523,ES613,ES614,ES615,ES616,ES617,ES618,FR,PT,time,hour,dayofweek,month,EU
0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.841068571,0.919702574,16/03/2018 20:00,20,4,3,0.3972262363164417
0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.827034347,0.895153757,16/03/2018 21:00,21,4,3,0.3757248022075184
0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.853379293,0.912491126,16/03/2018 22:00,22,4,3,0.3611656359368719
0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.9015,0.820017235,0.892762396,16/03/2018 23:00,23,4,3,0.3494538982283882
0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.776067955,0.834996077,17/03/2018 00:00,0,5,3,0.3367689737576884
0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.741967253,0.836677503,17/03/2018 01:00,1,5,3,0.3281468347607233
0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.713652591,0.8412734,17/03/2018 02:00,2,5,3,0.3294088694177975
0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.695432722,0.843029556,17/03/2018 03:00,3,5,3,0.3330283060726631
0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.8625,0.707989659,0.834659792,17/03/2018 04:00,4,5,3,0.3439390461947648
0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.727071279,0.836004932,17/03/2018 05:00,5,5,3,0.3508389408691398
0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.750954081,0.833987221,17/03/2018 06:00,6,5,3,0.365361290495902
0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.781115351,0.869297164,17/03/2018 07:00,7,5,3,0.3836405379568814
0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.8825,0.802905331,0.932406681,17/03/2018 08:00,8,5,3,0.3867599433391179
0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.80869137,0.926129358,17/03/2018 09:00,9,5,3,0.3869409391823639
0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.8885,0.802905331,0.930127415,17/03/2018 10:00,10,5,3,0.3862621428461182
0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.802905331,0.935918993,17/03/2018 11:00,11,5,3,0.3739789133017888
0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.801551151,0.888577514,17/03/2018 12:00,12,5,3,0.3660102323183461
0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.782223317,0.885999327,17/03/2018 13:00,13,5,3,0.3654388184907268
0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.8645,0.758832943,0.904345552,17/03/2018 14:00,14,5,3,0.3676105949146408
0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.8605,0.735934999,0.905989613,17/03/2018 15:00,15,5,3,0.3725173869698163
0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.773359596,0.908605164,17/03/2018 16:00,16,5,3,0.3787992036094399
0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.82691124,0.910099765,17/03/2018 17:00,17,5,3,0.397896770059175
0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.870244983,0.904233457,17/03/2018 18:00,18,5,3,0.400826597101458
0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.8945,0.856456974,0.912192206,17/03/2018 19:00,19,5,3,0.3892921728949237
0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.817062662,0.899525464,17/03/2018 20:00,20,5,3,0.3650797246859242
0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.811522836,0.904121362,17/03/2018 21:00,21,5,3,0.3471926747485874
0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.830973778,0.899824384,17/03/2018 22:00,22,5,3,0.3299103028927549
0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.862,0.776683491,0.809961514,17/03/2018 23:00,23,5,3,0.3301447127292468
0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.8455,0.764249661,0.844935172,18/03/2018 00:00,0,6,3,0.3184029284165464
0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.739135787,0.806673392,18/03/2018 01:00,1,6,3,0.3067873199616431
0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.8425,0.715252985,0.743489145,18/03/2018 02:00,2,6,3,0.3019070800479955
0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.688908039,0.765908157,18/03/2018 03:00,3,6,3,0.3032044825346383
0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.688046288,0.766505997,18/03/2018 04:00,4,6,3,0.3057868508968808
0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,0.707127908,0.789522849,18/03/2018 05:00,5,6,3,0.3151563240721238
0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.724978456,0.87187535,18/03/2018 06:00,6,6,3,0.3303323702652772
0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.741597932,0.882113365,18/03/2018 07:00,7,6,3,0.3431536672296136
0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.761541302,0.879834099,18/03/2018 08:00,8,6,3,0.3507834467290164
0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.743075219,0.902514666,18/03/2018 09:00,9,6,3,0.3692190270398763
0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.790102179,0.91170646,18/03/2018 10:00,10,6,3,0.3727073148394637
0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.8495,0.794410932,0.871165415,18/03/2018 11:00,11,6,3,0.3682536553005399
0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.8575,0.770897452,0.864140791,18/03/2018 12:00,12,6,3,0.359779556966106
0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.726948172,0.828531928,18/03/2018 13:00,13,6,3,0.3567303373930614
0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.8325,0.695309615,0.915368232,18/03/2018 14:00,14,6,3,0.3577580017189987
0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.8285,0.672657885,0.859619624,18/03/2018 15:00,15,6,3,0.3643671072724502
0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.707127908,0.860254829,18/03/2018 16:00,16,6,3,0.3724541612109417
0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.790840822,0.888876434,18/03/2018 17:00,17,6,3,0.3939661625799678
0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.823094916,0.949146209,18/03/2018 18:00,18,6,3,0.4062570354969164
0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.8925,0.81890927,0.946157008,18/03/2018 19:00,19,6,3,0.4017240020452616
0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.798842792,0.951873856,18/03/2018 20:00,20,6,3,0.3868902228816099
0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.8905,0.799089007,0.939207114,18/03/2018 21:00,21,6,3,0.3714264888978493
0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.8915,0.801674258,0.952396966,18/03/2018 22:00,22,6,3,0.3588138765854585
0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.754277976,0.908231514,18/03/2018 23:00,23,6,3,0.346437343074871
0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.8675,0.729902745,0.86115159,19/03/2018 00:00,0,0,3,0.3331922746155049
0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.714514342,0.862795651,19/03/2018 01:00,1,0,3,0.3250773132001951
0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.8315,0.707866552,0.858461309,19/03/2018 02:00,2,0,3,0.326470388648948
0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.8255,0.698141081,0.842207525,19/03/2018 03:00,3,0,3,0.3305172565380491
0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.69727933,0.863692411,19/03/2018 04:00,4,0,3,0.3455352455639516
0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.8225,0.763634125,0.920001495,19/03/2018 05:00,5,0,3,0.3616056838723389
0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.802536009,0.947726339,19/03/2018 06:00,6,0,3,0.3802095474425715
0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.819647913,0.936666293,19/03/2018 07:00,7,0,3,0.4110745529590731
0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.801674258,0.957067593,19/03/2018 08:00,8,0,3,0.4117936299629492
0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.919,0.817185769,0.940626985,19/03/2018 09:00,9,0,3,0.4028078788095267
0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.642619722,0.913836266,19/03/2018 10:00,10,0,3,0.3950048316994697
0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.813369445,0.903000411,19/03/2018 11:00,11,0,3,0.3871023749410918
0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.810537979,0.906213803,19/03/2018 12:00,12,0,3,0.3832208375119716
0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.765480734,0.910174495,19/03/2018 13:00,13,0,3,0.3873316089423568
0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.8595,0.753170011,0.830885925,19/03/2018 14:00,14,0,3,0.3880831912376087
0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.77495999,0.828419833,19/03/2018 15:00,15,0,3,0.3862183890834127
0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.811522836,0.85124986,19/03/2018 16:00,16,0,3,0.4038869871892733
0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.8795,0.849932291,0.836602772,19/03/2018 17:00,17,0,3,0.4272029049852714
0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.869998769,0.868213578,19/03/2018 18:00,18,0,3,0.42295710573752
0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.82998892,0.907969959,19/03/2018 19:00,19,0,3,0.4072540702515232
0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.9065,0.791210144,0.974815977,19/03/2018 20:00,20,0,3,0.3838571764136272
0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.77052813,0.863281396,19/03/2018 21:00,21,0,3,0.3687918490504226
0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.8895,0.756001477,0.814034301,19/03/2018 22:00,22,0,3,0.3534910745405064
0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.852,0.727194386,0.882188096,19/03/2018 23:00,23,0,3,0.3488773629554695
0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.70306537,0.816874043,20/03/2018 00:00,0,1,3,0.3417517086339227
0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.702080512,0.786085267,20/03/2018 01:00,1,1,3,0.3346494259049165
0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.679674997,0.77181183,20/03/2018 02:00,2,1,3,0.3317088831635194
0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.8305,0.668718454,0.776183537,20/03/2018 03:00,3,1,3,0.3355605510274393
0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.670441955,0.793857191,20/03/2018 04:00,4,1,3,0.3450286990175453
0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.8365,0.745414256,0.950528715,20/03/2018 05:00,5,1,3,0.3631647618187046
0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.774467561,0.959384224,20/03/2018 06:00,6,1,3,0.3918893189514904
0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.802289794,0.943391996,20/03/2018 07:00,7,1,3,0.407232056395336
0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.8715,0.81312323,0.98049546,20/03/2018 08:00,8,1,3,0.4046001710763929
0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.8695,0.807214083,0.955460898,20/03/2018 09:00,9,1,3,0.3969159973855232
0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.772497846,0.978178829,20/03/2018 10:00,10,1,3,0.3920575518178182
0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.8615,0.774713776,0.965474723,20/03/2018 11:00,11,1,3,0.3738259111311205
