ES111,ES112,ES113,ES120,ES213,ES241,ES243,ES413,ES415,ES419,ES425,ES431,ES432,ES512,ES513,ES514,ES523,ES617,FR,PT,time,EU
125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,125.1111111111111,1679.0,272.7,13/02/2017 16:00,38182.445
211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,211.94444444444443,2793.0,518.8,13/02/2017 17:00,39433.295
243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,243.55555555555554,3211.0,995.1,13/02/2017 18:00,38069.01499999999
246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,246.44444444444443,2860.0,931.9,13/02/2017 19:00,33533.54
219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,219.66666666666666,1885.0,752.5,13/02/2017 20:00,30741.255
159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,159.55555555555554,1814.0,498.7,13/02/2017 21:00,27506.26
116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,116.44444444444444,1471.0,355.6,13/02/2017 22:00,24824.77
74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,74.38888888888889,940.0,125.9,13/02/2017 23:00,22020.65
65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,65.05555555555556,599.0,108.0,14/02/2017 00:00,21260.550000000003
43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,43.388888888888886,785.0,109.9,14/02/2017 01:00,20966.615
