Timestep,a_0,a_1,b
2,-50.11865095071474,-51.7433098333074,6.1937470102927124e10
2,-52.46245810873997,-52.462646427921676,6.205245567902268e10
2,-52.206039786400055,-52.46264642792168,6.205169383840839e10
2,-52.301006443374725,-52.46264621696226,6.205198976155568e10
2,-50.53806493766656,-51.3573970081006,6.208914675081852e10
2,-50.54025931213606,-51.357406476398246,6.208915291868397e10
2,-50.75679289119614,-51.35740019868482,6.2090096427599945e10
2,-50.492095297349444,-51.357402430688076,6.208934072687109e10
2,-50.52660308510969,-51.35891920802364,6.208950360486871e10
2,-50.5545781151529,-51.373147987610515,6.2090291665255806e10
2,-50.5545781151529,-51.373147987610515,6.209029166525582e10
2,-50.70162285789299,-51.41099196008701,6.209061642935234e10
2,-50.55655927825355,-51.373461745081585,6.209029838104413e10
2,-50.56150813483575,-51.3803420339283,6.209036131685971e10
2,-50.750634003514826,-51.314535248947934,6.209146666565967e10
2,-50.6071300200722,-51.31457776582889,6.209102511817554e10
2,-50.6021182088685,-51.315013460948016,6.209103273297864e10
2,-50.488722407328225,-51.41601003708268,6.2092869039030334e10
2,-51.6421782846121,-51.49141222562975,6.2096213267932106e10
2,-51.01192746566804,-51.4049309774149,6.209449319217121e10
2,-50.57338452738786,-51.40493102362307,6.2093251621693115e10
2,-50.61397732802941,-51.40519220026514,6.209343960498129e10
