date,hour,branch_id,branch_name,from_bus,to_bus,flow_mw,flow_mvar,limit_mw,loading_pct
2024-07-08,0,2301,TR_161e09c2,249,250,-11.85,1.22,160.0,7.4
2024-07-08,0,2101,LTGES1392a,1141,237,5.35,-4.78,1429.98,0.5
2024-07-08,0,717,LTGES0493,845,407,0.3,2.65,393.24,0.7
2024-07-08,0,1361,LTGES0895d,562,564,71.33,-1.95,393.24,18.1
2024-07-08,0,772,LTGES0534a,70,431,6.62,8.89,393.24,2.8
2024-07-08,0,1810,LTGES1188b,154,714,-33.7,-10.42,1429.98,2.5
2024-07-08,0,2309,TR_ce97d6f4,90,91,-40.87,0.23,240.0,17.0
2024-07-08,0,1552,LTGES1020b,602,488,43.32,-3.55,393.24,11.1
2024-07-08,0,1135,LTGES0748b,756,252,-3.66,-0.15,393.24,0.9
2024-07-08,0,1011,LTGES0672b,147,143,320.6,-39.34,1429.98,22.6
2024-07-08,0,583,LTGES0405b,273,345,16.62,-15.28,1429.98,1.6
2024-07-08,0,822,LTGES0560b,702,11,-87.59,28.32,393.24,23.4
2024-07-08,0,61,LTGES0041a,68,69,81.28,-60.42,1429.98,7.1
2024-07-08,0,247,LTGES0176,214,215,96.73,3.96,393.24,24.6
2024-07-08,0,2325,TR_fa1d5cde,1054,1055,-143.97,-3.44,384.0,37.5
2024-07-08,0,2226,TR_e25275d8,49,50,-4.27,-0.53,160.0,2.7
2024-07-08,0,835,LTGES0566b,870,875,34.6,-10.71,1429.98,2.5
2024-07-08,0,457,LTGES0315,1119,310,20.24,-4.72,393.24,5.3
2024-07-08,0,385,LTGES0261b,277,772,-78.88,-32.79,1429.98,6.0
2024-07-08,0,1681,LTGES1111a,1084,624,-12.71,-1.77,393.24,3.3
2024-07-08,0,611,LTGES0425,356,929,511.6,-56.47,1429.98,36.0
2024-07-08,0,1179,LTGES0774a,3,517,68.48,-62.81,393.24,23.6
2024-07-08,0,1949,LTGES1276,355,1154,17.33,6.06,393.24,4.7
2024-07-08,0,1836,LTGES1207c,638,1131,57.31,-2.54,1429.98,4.0
2024-07-08,0,1914,LTGES1254,1206,623,43.93,0.96,393.24,11.2
2024-07-08,0,1786,LTGES1177a,254,247,-26.79,7.62,393.24,7.1
2024-07-08,0,1862,LTGES1222b,156,643,147.92,-46.65,1429.98,10.8
2024-07-08,0,992,LTGES0661b,904,477,15.53,-4.83,1429.98,1.1
2024-07-08,0,56,LTGES0037,41,684,139.52,-14.81,1429.98,9.8
2024-07-08,0,528,LTGES0367,329,901,46.03,-22.19,393.24,13.0
2024-07-08,0,2015,LTGES1328,1140,149,-106.83,17.13,393.24,27.5
2024-07-08,0,2126,LTGES1412a,666,403,47.12,-8.57,1429.98,3.3
2024-07-08,0,438,LTGES0301b,699,306,-118.1,4.77,393.24,30.1
2024-07-08,0,1704,LTGES1122b,626,1,5.66,-4.13,393.24,1.8
2024-07-08,0,723,LTGES0498b,64,412,-65.54,0.92,1429.98,4.6
2024-07-08,0,1731,LTGES1139b,983,557,2.91,-4.27,393.24,1.3
2024-07-08,0,2220,TR_374f74ad,496,497,-12.45,-36.97,160.0,24.4
2024-07-08,0,1285,LTGES0846,1069,549,-17.57,-1.94,1429.98,1.2
2024-07-08,0,264,LTGES0191,752,1030,362.68,-71.85,1429.98,25.9
2024-07-08,0,1797,LTGES1182a,90,697,6.81,-0.08,135.35,5.0
2024-07-08,0,1842,LTGES1209a,395,1130,-92.04,-8.09,393.24,23.5
2024-07-08,0,1081,LTGES0714a,192,503,-11.14,3.8,393.24,3.0
2024-07-08,0,1807,LTGES1186,1114,1070,22.41,-1.04,393.24,5.7
2024-07-08,0,1178,LTGES0773b,520,175,18.51,-1.47,393.24,4.7
2024-07-08,0,1735,LTGES1142,954,1093,14.46,2.1,1429.98,1.0
2024-07-08,0,106,LTGES0073,109,971,-79.96,9.71,393.24,20.5
2024-07-08,0,1841,LTGES1208d,637,1130,17.5,0.28,393.24,4.5
2024-07-08,0,435,LTGES0299,1105,783,11.54,-6.37,393.24,3.4
2024-07-08,0,489,LTGES0339a,797,796,-8.01,-0.31,393.24,2.0
2024-07-08,0,2312,TR_cf9f1601,77,78,-28.69,-0.62,160.0,17.9
2024-07-08,0,1246,LTGES0819,965,534,-0.11,-0.15,393.24,0.0
2024-07-08,0,2344,TR_1567d725,619,620,752.54,88.05,1512.0,50.1
2024-07-08,0,1607,LTGES1057b,259,232,-3.88,0.81,135.35,2.9
2024-07-08,0,846,LTGES0573b,879,450,10.7,11.87,393.24,4.1
2024-07-08,0,576,LTGES0399,340,825,-49.89,0.43,393.24,12.7
2024-07-08,0,584,LTGES0406a,271,346,142.67,-23.56,1429.98,10.1
2024-07-08,0,287,LTGES0208b,749,235,-5.78,-3.84,1429.98,0.5
2024-07-08,0,213,LTGES0152b,177,182,-9.65,0.16,393.24,2.5
2024-07-08,0,474,LTGES0328a,763,765,34.16,-8.24,1429.98,2.5
2024-07-08,0,1734,LTGES1141b,954,993,14.59,2.86,1429.98,1.0
2024-07-08,0,1959,LTGES1284,1163,426,-1.03,-0.35,393.24,0.3
2024-07-08,0,1311,LTGES0862b,443,372,-87.18,-3.47,393.24,22.2
2024-07-08,0,356,LTGES0243,267,877,-48.46,9.07,1429.98,3.4
2024-07-08,0,265,LTGES0192,227,190,57.0,-2.27,393.24,14.5
2024-07-08,0,215,LTGES0153b,813,767,-45.09,-0.74,393.24,11.5
2024-07-08,0,1023,LTGES0676b,903,143,-150.04,9.93,1429.98,10.5
2024-07-08,0,1696,LTGES1119a,20,1089,33.2,4.84,393.24,8.5
