Node	Generator	Period	genInvCap
ES418	Lignite	1	0.00011178015125038772
ES418	Lignite	2	1.899351789407651e-05
ES418	Solar	1	3.67992970495834e-06
ES418	Solar	2	1.7335428291941425e-05
ES418	Waste	1	0.0009881343488717979
ES418	Waste	2	2.1128602113887592e-06
ES418	Windonshore	1	6.214350150912651e-06
ES418	Windonshore	2	7.487051749163518e-06
ES419	BioCCS	1	0.0004949144404349309
ES419	BioCCS	2	4.130297139262238e-07
ES419	CoalCCS	1	0.0
ES419	CoalCCS	2	0.0
ES419	GasCCS	1	3.082153410077031e-05
ES419	GasCCS	2	2.2419432142437744e-08
ES419	GasOCGT	1	1.1557529741593273e-07
ES419	GasOCGT	2	3.992034027670722e-07
ES419	Hydroregulated	1	1.1739621186279692e-07
ES419	Hydroregulated	2	2.5121834935886874e-07
ES419	Hydrorun-of-the-river	1	0.0
ES419	Hydrorun-of-the-river	2	0.0
ES419	Lignite	1	0.00011126390814574312
ES419	Lignite	2	1.913154737645913e-05
ES419	Solar	1	6.153412641651812e-06
ES419	Solar	2	9.78988449810991e-06
ES419	Waste	1	0.0005844420353618238
ES419	Waste	2	2.241541775526384e-06
ES419	Windonshore	1	1.630924657547439e-06
ES419	Windonshore	2	1.1443074709221548e-05
ES421	BioCCS	1	0.0006397832567136636
ES421	BioCCS	2	6.609246168079666e-07
ES421	CoalCCS	1	0.0
ES421	CoalCCS	2	0.0
ES421	GasCCS	1	3.093733110232223e-05
ES421	GasCCS	2	2.2538611104527094e-08
ES421	GasOCGT	1	1.214147789928858e-06
ES421	GasOCGT	2	4.3848582855919925e-07
ES421	Lignite	1	0.00011120164556316822
ES421	Lignite	2	1.9383773369126887e-05
ES421	Solar	1	3.0193552788659872e-05
ES421	Solar	2	7.601755825121702e-06
ES421	Waste	1	0.0007602514564491257
ES421	Waste	2	2.580532296729297e-06
ES421	Windonshore	1	1.1796080343629e-05
ES421	Windonshore	2	2195.6298232015097
ES422	Bio	1	1.552524605440531e-06
ES422	Bio	2	6.889934906841979e-07
ES422	BioCCS	1	0.0008764550421548449
ES422	BioCCS	2	8.324447431537382e-07
ES422	CoalCCS	1	0.0
ES422	CoalCCS	2	0.0
ES422	GasCCS	1	3.100872673980729e-05
ES422	GasCCS	2	2.245327535401783e-08
ES422	GasOCGT	1	3.0543424551297024e-06
ES422	GasOCGT	2	1.019991165891162e-06
ES422	Lignite	1	0.00011175953759941405
ES422	Lignite	2	1.8863431566884563e-05
ES422	Oil	1	2.510503780782221e-06
ES422	Oil	2	8.474866208332965e-06
ES422	Solar	1	3.6907170397171285e-05
ES422	Solar	2	8.074093959500863e-06
ES422	Waste	1	4.454249404334572e-05
ES422	Waste	2	2.4478242330137658e-05
ES422	Windonshore	1	7.225481226669217e-07
ES422	Windonshore	2	2.1152874854302742e-06
ES423	BioCCS	1	0.0006068659679557848
ES423	BioCCS	2	6.260793165496626e-07
ES423	CoalCCS	1	0.0
ES423	CoalCCS	2	0.0
ES423	GasCCGT	1	7.517647513501517e-09
ES423	GasCCGT	2	2.938739017775723e-07
ES423	GasCCS	1	3.091441182186316e-05
ES423	GasCCS	2	2.255644272496375e-08
ES423	GasOCGT	1	8.642935671614121e-07
ES423	GasOCGT	2	1.231682625027757e-06
ES423	Lignite	1	0.00011119584395616946
ES423	Lignite	2	1.94165817418416e-05
ES423	Solar	1	2890.1596738583075
ES423	Solar	2	1.9798770212331934e-05
ES423	Waste	1	0.0007117081743932552
ES423	Waste	2	2.728873930004068e-06
ES423	Windonshore	1	1.3670124189957278e-05
ES423	Windonshore	2	1700.4754364244711
ES424	BioCCS	1	0.0005437075538776546
ES424	BioCCS	2	6.15747377788979e-07
ES424	CoalCCS	1	0.0
ES424	CoalCCS	2	0.0
ES424	GasCCS	1	3.086547417818709e-05
ES424	GasCCS	2	2.2582070383634628e-08
ES424	GasOCGT	1	8.259384147710399e-07
ES424	GasOCGT	2	1.0117105743096037e-06
ES424	Lignite	1	0.00011108438302008174
ES424	Lignite	2	1.950834608680129e-05
ES424	Nuclear	1	6.213673095002608e-07
ES424	Nuclear	2	1.2487423474849263e-08
ES424	Solar	1	1.248535454578814e-06
ES424	Solar	2	3.024133578813689e-06
ES424	Waste	1	0.0006356021170904972
ES424	Waste	2	2.940909866309609e-06
ES424	Windonshore	1	7.791804932821833e-06
ES424	Windonshore	2	1.4760412487401427e-06
ES425	BioCCS	1	0.0010090039402177097
ES425	BioCCS	2	5.421288758942109e-07
ES425	CoalCCS	1	0.0
ES425	CoalCCS	2	0.0
ES425	GasCCGT	1	5.197734037731522e-06
ES425	GasCCGT	2	1.7276692395945666e-06
ES425	GasCCS	1	3.1038577982863234e-05
ES425	GasCCS	2	2.2507859502366404e-08
ES425	GasOCGT	1	2.1322377591655917e-07
ES425	GasOCGT	2	2.0326465748840356e-06
ES425	Hydroregulated	1	3.138810029668093e-06
ES425	Hydroregulated	2	6.1304462245541185e-06
ES425	Hydrorun-of-the-river	1	0.0
ES425	Hydrorun-of-the-river	2	0.0
ES425	Lignite	1	0.00011167479991345586
ES425	Lignite	2	1.907373264132676e-05
ES425	Solar	1	3.6866649111289007e-06
ES425	Solar	2	3.352443551618894e-05
ES425	Waste	1	0.0012042840990693416
ES425	Waste	2	1.941360156956094e-06
ES425	Windonshore	1	3.3236411809411948e-06
ES425	Windonshore	2	3.5327250804168486e-06
ES431	BioCCS	1	0.0007097861417522907
ES431	BioCCS	2	6.934525674750373e-07
ES431	CoalCCS	1	0.0
ES431	CoalCCS	2	0.0
ES431	GasCCS	1	3.0950205417459796e-05
ES431	GasCCS	2	2.2370401484427996e-08
ES431	GasOCGT	1	3.6021191591386707e-06
ES431	GasOCGT	2	4.17023640335495e-06
ES431	Hydroregulated	1	1.2905931612294808e-07
ES431	Hydroregulated	2	6.046856559456454e-07
ES431	Hydrorun-of-the-river	1	0.0
ES431	Hydrorun-of-the-river	2	0.0
ES431	Lignite	1	0.00011170683207451334
ES431	Lignite	2	1.8824285741836284e-05
ES431	Solar	1	1.1616916708589997e-06
ES431	Solar	2	7.041119187098608e-06
ES431	Waste	1	0.0008543976337587652
ES431	Waste	2	1.6603690490179417e-06
ES431	Windonshore	1	1.7975652717439061e-06
ES431	Windonshore	2	1.2176431167293317e-06
ES432	BioCCS	1	0.000570425218677704
ES432	BioCCS	2	3.8353054501527255e-07
ES432	CoalCCS	1	0.0
ES432	CoalCCS	2	0.0
ES432	GasCCS	1	3.088369950428078e-05
ES432	GasCCS	2	2.2492416415102284e-08
ES432	GasOCGT	1	8.716377728104391e-07
ES432	GasOCGT	2	1.0026815633633299e-05
ES432	Hydroregulated	1	1.4548377293976955e-06
ES432	Hydroregulated	2	1.8309190764429282e-06
ES432	Hydrorun-of-the-river	1	0.0
ES432	Hydrorun-of-the-river	2	0.0
ES432	Lignite	1	0.00011127295722681545
ES432	Lignite	2	1.9235536869730158e-05
ES432	Nuclear	1	2.102228499607672e-06
ES432	Nuclear	2	3.708654638010765e-07
ES432	Solar	1	8.403639640164329e-06
ES432	Solar	2	1.2594355222163507e-05
ES432	Waste	1	0.0006751464379487438
ES432	Waste	2	2.224235562743373e-06
ES432	Windonshore	1	4.4410202804101573e-07
ES432	Windonshore	2	3.793332858673533e-06
ES511	BioCCS	1	38.14463382722558
ES511	BioCCS	2	178.59971829419558
ES511	CoalCCS	1	0.0
ES511	CoalCCS	2	0.0
ES511	GasCCGT	1	1.1846659773499095e-06
ES511	GasCCGT	2	4.50911461458991e-07
ES511	GasCCS	1	3.1178290380323735e-05
ES511	GasCCS	2	2.2957876775709974e-08
ES511	GasOCGT	1	8.320880267591256e-07
ES511	GasOCGT	2	5.388840925536934e-07
ES511	Hydrorun-of-the-river	1	2.3569968356678386
ES511	Hydrorun-of-the-river	2	1.562488875802161e-06
ES511	Lignite	1	0.00011160262817207713
ES511	Lignite	2	1.983845913052042e-05
ES511	Solar	1	8.603201908741198e-05
ES511	Solar	2	7.997809881412256e-06
ES511	Waste	1	0.0042347345088922335
ES511	Waste	2	4.057144229952832e-06
ES511	Windonshore	1	4.783032210298188e-07
ES511	Windonshore	2	2.100030914222133e-06
ES512	BioCCS	1	0.001550439705027116
ES512	BioCCS	2	3.176379496941726e-06
ES512	CoalCCS	1	0.0
ES512	CoalCCS	2	0.0
ES512	GasCCGT	1	1.273662337813705e-07
ES512	GasCCGT	2	4.98908871898323e-07
ES512	GasCCS	1	3.110981974226224e-05
ES512	GasCCS	2	2.2833643464473964e-08
ES512	GasOCGT	1	1.2510067859146672e-07
ES512	GasOCGT	2	1.2132287465148152e-06
ES512	Hydroregulated	1	3.345499806073349e-07
