ES111,ES112,ES113,ES120,ES213,ES230,ES241,ES243,ES413,ES415,ES418,ES419,ES425,ES431,ES432,ES511,ES512,ES513,ES514,ES523,ES613,ES614,ES615,ES616,ES617,ES618,FR,PT,IT,time,hour,dayofweek,month,EU
0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.5815,0.754154869,0.375630535,0.193921335,02/12/2016 04:00,4,4,12,0.3982786659240135
0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.77052813,0.40604566,0.223599523,02/12/2016 05:00,5,4,12,0.4341848615070517
0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.819894128,0.621043979,0.350893921,02/12/2016 06:00,6,4,12,0.4560608941472494
0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.849316755,0.73272802,0.487246722,02/12/2016 07:00,7,4,12,0.4650367071180386
0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.6255,0.840329927,0.76198483,0.496066746,02/12/2016 08:00,8,4,12,0.4721270884081627
0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.646,0.837867783,0.711280499,0.438140644,02/12/2016 09:00,9,4,12,0.4671261257835631
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.828019205,0.784366476,0.379976162,02/12/2016 10:00,10,4,12,0.4657823920149359
0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.823956666,0.763367336,0.29272944,02/12/2016 11:00,11,4,12,0.4646442062665692
0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.6555,0.824941524,0.804431491,0.270441001,02/12/2016 12:00,12,4,12,0.4621028645599964
0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.6425,0.800073864,0.763479431,0.319070322,02/12/2016 13:00,13,4,12,0.4605550662189564
0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.6345,0.798965899,0.75200837,0.382717521,02/12/2016 14:00,14,4,12,0.4616417006054725
0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.6335,0.822233165,0.718641408,0.434445769,02/12/2016 15:00,15,4,12,0.4673451930260823
0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.6415,0.852763757,0.712961925,0.482598331,02/12/2016 16:00,16,4,12,0.4820988151917421
0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.651,0.879970454,0.775137316,0.534922527,02/12/2016 17:00,17,4,12,0.4857548130646595
0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.6575,0.879478025,0.866233232,0.514779499,02/12/2016 18:00,18,4,12,0.4770479164320974
0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.6495,0.847223932,0.783768636,0.450774732,02/12/2016 19:00,19,4,12,0.4647344342657486
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.823587345,0.770018309,0.290941597,02/12/2016 20:00,20,4,12,0.4530166388246281
0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.6325,0.81669334,0.692074879,0.247437426,02/12/2016 21:00,21,4,12,0.4376176639876276
0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.80869137,0.43515301,0.232896305,02/12/2016 22:00,22,4,12,0.4337700251971942
0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.6235,0.781977102,0.608526697,0.205601907,02/12/2016 23:00,23,4,12,0.4224510213817642
0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.786901391,0.595075291,0.187961859,13/02/2016 00:00,0,5,2,0.4095101716760015
0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.789117321,0.507454321,0.182479142,13/02/2016 01:00,1,5,2,0.3969298518054643
0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,0.788255571,0.432500093,0.179380215,13/02/2016 02:00,2,5,2,0.3933746525571632
0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.5985,0.785054783,0.459813922,0.182121573,13/02/2016 03:00,3,5,2,0.3922496277334996
0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.787024498,0.402645443,0.18533969,13/02/2016 04:00,4,5,2,0.3970393360328459
0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.788009356,0.483017599,0.204529201,13/02/2016 05:00,5,5,2,0.408492501001482
0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.783700603,0.664387401,0.239332539,13/02/2016 06:00,6,5,2,0.4203427799985989
0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.614,0.80647544,0.620558233,0.294159714,13/02/2016 07:00,7,5,2,0.4417435912973694
0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.824572202,0.715353286,0.306078665,13/02/2016 08:00,8,5,2,0.4536241643776268
0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.835159424,0.798079438,0.304529201,13/02/2016 09:00,9,5,2,0.4596652010561152
0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.831219993,0.790232784,0.26102503,13/02/2016 10:00,10,5,2,0.4566934190137137
0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.821986951,0.831558495,0.259356377,13/02/2016 11:00,11,5,2,0.4539990038925007
0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.6165,0.824818417,0.776893472,0.241716329,13/02/2016 12:00,12,5,2,0.4485292059078089
0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.618,0.82555706,0.751335799,0.230035757,13/02/2016 13:00,13,5,2,0.4489370284061452
0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.808322049,0.806075552,0.239332539,13/02/2016 14:00,14,5,2,0.4508547982740939
0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.810291764,0.793483541,0.274970203,13/02/2016 15:00,15,5,2,0.449322921939996
0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.5795,0.832327958,0.795239697,0.374493445,13/02/2016 16:00,16,5,2,0.4674597749350103
0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.619,0.862981657,0.783693906,0.540405244,13/02/2016 17:00,17,5,2,0.4742401500049257
0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.635,0.854610366,0.766767552,0.547318236,13/02/2016 18:00,18,5,2,0.4674437681431826
0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.648,0.839714391,0.772297575,0.381168057,13/02/2016 19:00,19,5,2,0.4556436614420616
0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.6475,0.824449095,0.715390651,0.327532777,13/02/2016 20:00,20,5,2,0.4437213966992576
0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.642,0.817431983,0.729402533,0.264123957,13/02/2016 21:00,21,5,2,0.433359445423164
0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.804505724,0.759481374,0.242550656,13/02/2016 22:00,22,5,2,0.4238566862766491
0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.773359596,0.740612039,0.251847437,13/02/2016 23:00,23,5,2,0.4145033379441758
0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.6035,0.766219377,0.696483952,0.233611442,14/02/2016 00:00,0,6,2,0.4019186077112425
0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.776806599,0.665620446,0.209296782,14/02/2016 01:00,1,6,2,0.386845680729953
0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.778037671,0.588648507,0.205840286,14/02/2016 02:00,2,6,2,0.383641778662681
0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.779022529,0.585323021,0.19988081,14/02/2016 03:00,3,6,2,0.3840411016598458
0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.781115351,0.617980047,0.199404052,14/02/2016 04:00,4,6,2,0.3843284880268287
0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.778776314,0.635354781,0.203098927,14/02/2016 05:00,5,6,2,0.3893912476219103
0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.775329312,0.611329074,0.201907032,14/02/2016 06:00,6,6,2,0.4029897037712643
0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.787147606,0.579381983,0.219666269,14/02/2016 07:00,7,6,2,0.4209290157329894
0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.791948787,0.635952621,0.251847437,14/02/2016 08:00,8,6,2,0.4420221223177346
0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.4675,0.8006894,0.682135784,0.253873659,14/02/2016 09:00,9,6,2,0.4490256397145004
0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.80425951,0.686245937,0.254231228,14/02/2016 10:00,10,6,2,0.4533590552782676
0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.808198941,0.727571647,0.237783075,14/02/2016 11:00,11,6,2,0.4569245775570528
0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.803890188,0.736987632,0.227294398,14/02/2016 12:00,12,6,2,0.4463337831134775
0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.791579466,0.712139895,0.220500596,14/02/2016 13:00,13,6,2,0.4384500777949427
0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.79539579,0.653177895,0.21227652,14/02/2016 14:00,14,6,2,0.4328761447877102
0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.801058722,0.652953705,0.251966627,14/02/2016 15:00,15,6,2,0.4447786432045272
0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.811030407,0.706049397,0.359356377,14/02/2016 16:00,16,6,2,0.4666832760833385
0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.5965,0.857811154,0.767776408,0.519904648,14/02/2016 17:00,17,6,2,0.4768768151418746
0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.88280192,0.837835818,0.531942789,14/02/2016 18:00,18,6,2,0.4712223291877627
0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.852886864,0.840152449,0.478784267,14/02/2016 19:00,19,6,2,0.4507514585949264
0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.823464237,0.807869073,0.394398093,14/02/2016 20:00,20,6,2,0.446315718337468
0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.808937585,0.776557187,0.26352801,14/02/2016 21:00,21,6,2,0.4356257826501699
0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.5845,0.800443186,0.810260434,0.247556615,14/02/2016 22:00,22,6,2,0.4215461857874895
0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.5685,0.788748,0.782498225,0.220619785,14/02/2016 23:00,23,6,2,0.409805550367439
0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.786408962,0.766543362,0.218951132,15/02/2016 00:00,0,0,2,0.4004497507850547
0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.563,0.773975132,0.529051302,0.21215733,15/02/2016 01:00,1,0,2,0.393090443932939
0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.786039641,0.593618055,0.20965435,15/02/2016 02:00,2,0,2,0.3926713186363207
0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.793672289,0.567126256,0.210488677,15/02/2016 03:00,3,0,2,0.3934849529942846
0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.788255571,0.582819564,0.232300358,15/02/2016 04:00,4,0,2,0.407005025969949
0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.5555,0.799458328,0.614243545,0.290703218,15/02/2016 05:00,5,0,2,0.4347984166561985
0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.5605,0.817308876,0.724545081,0.460786651,15/02/2016 06:00,6,0,2,0.4493877042808268
0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.5695,0.835036317,0.710757389,0.504052443,15/02/2016 07:00,7,0,2,0.4545718177453676
0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.83934507,0.869708179,0.525506555,15/02/2016 08:00,8,0,2,0.4594465927596062
0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.835898067,0.870081829,0.489868892,15/02/2016 09:00,9,0,2,0.4577770326307127
0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.827649883,0.84224489,0.415137068,15/02/2016 10:00,10,0,2,0.4541833514727614
0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.813984981,0.804020476,0.340762813,15/02/2016 11:00,11,0,2,0.4499704912536164
0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.795518897,0.845271457,0.349344458,15/02/2016 12:00,12,0,2,0.4514690750969315
0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.5675,0.781853995,0.843888951,0.425029797,15/02/2016 13:00,13,0,2,0.4485878747840873
0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.793672289,0.818592833,0.464600715,15/02/2016 14:00,14,0,2,0.4483366202846629
0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.806844762,0.813810111,0.49749702,15/02/2016 15:00,15,0,2,0.452984226377326
0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.818170627,0.828307738,0.556853397,15/02/2016 16:00,16,0,2,0.4692545503132179
0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.6125,0.849439862,0.884990472,0.593206198,15/02/2016 17:00,17,0,2,0.475251461556049
