date,hour,gen_id,unit_name,fuel,technology,bus_i,capacity_mw,dispatch_mw,dispatch_mvar,utilization_pct,cost_eur_per_mwh
2024-12-02,15,135,G0529,Gas,Gas_turbine,676,63.33,3.52,0.03,5.6,59.18
2024-12-02,15,1823,LS_ES00646,LoadShed,LoadShed,640,3.58,-0.0,3.58,-0.0,10000.0
2024-12-02,15,1228,LS_ES00399,LoadShed,LoadShed,396,6.8,-0.0,-6.61,-0.0,10000.0
2024-12-02,15,48,G0176,Gas,Combined_cycle,270,33.51,13.97,1.24,41.7,44.98
2024-12-02,15,592,G0366,Solar,PV,466,25.04,5.72,0.0,100.0,0.0
2024-12-02,15,408,G0870,Wind,Onshore,1172,424.85,30.15,0.58,100.0,0.18
2024-12-02,15,1661,LS_ES00474,LoadShed,LoadShed,471,99.05,-0.0,58.62,-0.0,10000.0
2024-12-02,15,262,G0465,Wind,Onshore,591,239.18,16.97,0.08,100.0,0.18
2024-12-02,15,1331,LS_ES01104,LoadShed,LoadShed,1086,29.85,-0.0,5.78,-0.0,10000.0
2024-12-02,15,1495,LS_ES00810,LoadShed,LoadShed,801,0.73,-0.0,0.72,-0.0,10000.0
2024-12-02,15,1035,LS_ES00024,LoadShed,LoadShed,24,11.92,-0.0,11.91,-0.0,10000.0
2024-12-02,15,32,G0085,Gas,Combined_cycle,150,356.04,13.45,-4.07,3.8,44.98
2024-12-02,15,405,G0867,Wind,Onshore,1164,184.1,13.07,1.04,100.0,0.18
2024-12-02,15,334,G0662,Wind,Onshore,887,40.91,2.9,0.01,100.0,0.18
2024-12-02,15,1779,LS_ES00831,LoadShed,LoadShed,822,0.21,-0.0,-0.17,-0.0,10000.0
2024-12-02,15,2,G0090,Biomass,Biomass,154,41.97,0.0,-46.64,0.0,53.09
2024-12-02,15,1181,LS_ES00259,LoadShed,LoadShed,256,28.91,-0.0,17.97,-0.0,10000.0
2024-12-02,15,183,G0150,Wind,Onshore,229,157.35,11.17,0.05,100.0,0.18
